Politechnika Warszawska;254.66666666666674;59.0;525.7729657486743;51495.48257661457;202.20739231654932
Politechnika Poznańska;146.83333333333331;11.0;325.3852112630992;30626.26525042917;208.57842395297962
Uniwersytet Warszawski;1.0;0;2.0;200.0;200.0
Politechnika Wrocławska;267.0;30.0;492.69602151981655;46135.86214515347;172.7934911803501
Uniwersytet im. Adama Mickiewicza w Poznaniu;1.0;0;3.0;300.0;300.0
Uniwersytet Mikołaja Kopernika w Toruniu;9.5;11.5;21.423150416025443;2042.9978480068721;215.05240505335496
Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie;1.0;0;2.7071067811865475;449.49747468305833;449.49747468305833
Politechnika Gdańska;140.66666666666669;21.0;313.63304863561547;31182.320502463193;221.6752642355203
Uniwersytet Rzeszowski;6.5;0.5;18.243989876793666;2156.931862595357;331.83567116851646
Uniwersytet Warmińsko-Mazurski w Olsztynie;51.5;7.333333333333333;129.85831822125724;10556.98120491806;204.98992630908853
Politechnika Łódzka;107.5;18.0;262.5418567372892;25317.168022168724;235.5085397411044
Uniwersytet Zielonogórski;16.5;1.0;49.37355396139757;6152.29760758262;372.8665216716739
Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie;183.0000000000001;34.33333333333333;454.00316700206696;41525.7547810674;226.9166927927179
Uniwersytet Marii Curie-Skłodowskiej w Lublinie;2.5;1.0;6.601533972186464;660.2875728996578;264.1150291598631
Politechnika Śląska;108.83333333333327;16.166666666666668;219.86066042610122;18688.334539423286;171.71517187831512
Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie;26.33333333333333;1.3333333333333333;69.40263111897949;7633.8623215394;289.8935058812431
Uniwersytet Szczeciński;1.0;1.0;2.711450588616191;192.47608261282062;192.47608261282062
Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie;1.5;0;4.0;680.0;453.3333333333333
Uniwersytet Jana Kochanowskiego w Kielcach;2.0;1.0;4.816496580927726;457.15476066494074;228.57738033247037
Politechnika Rzeszowska im. Ignacego Łukasiewicza;176.50000000000009;42.666666666666664;391.2297317266603;32545.56656397696;184.3941448383963
Uniwersytet Kazimierza Wielkiego w Bydgoszczy;12.0;4.0;33.81000171241289;3401.2902172922054;283.4408514410171
Politechnika Krakowska im. Tadeusza Kościuszki;105.5;13.0;204.0073777915879;20629.05293233447;195.5360467519855
Akademia Pomorska w Słupsku;0.5;0;1.4082482904638631;128.5773803324704;257.1547606649408
Politechnika Lubelska;121.5;13.5;326.9337759383281;36430.63173368608;299.8405904007085
Uniwersytet Opolski;0.5;0;1.0;15.0;30.0
Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach;0.5;0.5;1.3779644730092273;115.11857892036909;230.23715784073818
Politechnika Częstochowska;66.50000000000001;6.5;189.12146342705392;18022.96646864261;271.0220521600392
Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego;134.83333333333337;54.33333333333333;251.65964948520275;25000.26478228171;185.41605524559978
